url,title,subtitle,section,author,location,date_time,article_text,
https://www.eluniversal.com.mx/estados/ivonne-gallegos-pide-defensoria-de-oaxaca-proteger-mujeres-que-participan-en-proceso,Piden proteger a mujeres que participan en proceso electoral tras asesinato de candidata,La Defensoría de los Derechos Humanos del Pueblo de Oaxaca pidió una investigación “efectiva y diligente” que permita dar con los responsables del asesinato de la candidata Ivonne Gallegos Carreño, Estados , Fernando Miranda / Corresponsal,, 20/03/2021,"Oaxaca de Juárez.– La Defensoría de los Derechos Humanos del Pueblo de Oaxaca (DDHPO) inició el expediente DDHPO/CA/107/(16)/OAX/2021 por el asesinato de la candidata a la presidencia municipal de Ocotlán de Morelos, Ivonne Gallegos Carreño y solicitó a la Fiscalía General del Estado de Oaxaca (FGEO) la adopción de medidas de protección para las víctimas indirectas del hecho, mismo que condenó. Mediante dicho expediente, el órgano autónomo pidió una investigación “efectiva y diligente” que permita dar con los responsables de este hecho, pues de acuerdo con Bernardo Rodríguez Alamilla, el ómbudsman oaxaqueño, en el contexto electoral 2021, se deben generar acciones para proteger de manera integral a las mujeres políticas que participan en el proceso, y sancionar todos aquellos actos que de manera ilegítima pongan en riesgo su participación.Dijo que es fundamental “mandar un mensaje de seguridad a todas aquellas mujeres que han decidido participar políticamente” y pidió a los diferentes niveles de gobierno, a implementar con urgencia acciones para sancionar las agresiones contra las contendientes, pero principalmente, prevenir la ocurrencia de más hechos de violencia.Según el defensor, tan solo entre 2020 y lo que va de 2021, la Defensoría Especializada en Equidad de Género y Atención a Mujeres Víctimas de Violencia ha iniciado 101 expedientes por violencia política de género, por ello enfatizó que “la violencia política contra las mujeres es mucho más que un problema criminal, puesto que pone retos muy grandes a la democracia, los derechos humanos y la igualdad de género”. También lee: Asesinan en Oaxaca a Ivonne Gallegos, exdiputada del PAN y aspirante a edil de Ocotlán  Y por ello debe ser atendido desde una visión integral que “garantice una vida libre de violencia a las mujeres en todos los ámbitos de su vida, tanto en lo público como en lo privado”. Recordó que sumado al contexto de violencia histórica contra las mujeres, indicó, la pandemia por Covid-19 ha ubicado en un mayor riesgo a las mujeres en la vida privada, pero también en la pública, por lo que este proceso electoral “requiere una mayor observancia y estrategias que permitan garantizar el ejercicio libre de las mujeres a participar en la política”. Destacó que la participación plena de las mujeres en el ámbito político no solo es un derecho humano que debe ser garantizado, sino que es un requisito indispensable para el adecuado funcionamiento de la democracia, por lo que dijo es fundamental “acabar con las brechas de desigualdad entre hombres y mujeres, puesto que ello provoca actos de discriminación y distintos tipos de violencias contra las mujeres, el más grave y visible: el feminicidio”. Agregó que la DDHPO se mantendrá observante del proceso electoral en el que se renuevan el Congreso del Estado, 153 presidencias municipales regidas por el sistema de partidos políticos, y se disputan 10 curules en la Cámara de Diputados federal.Suman 101 los expedientes por violencia política de género que ha iniciado el órgano autónomo sólo entre 2020 y 2021.apr/lsm",
https://www.eluniversal.com.mx/nacion/amlo-este-viernes-se-materializa-apoyo-de-vacunas-contra-covid-por-parte-de-eu,"AMLO: este viernes, se materializa apoyo de vacunas contra Covid por parte de EU",, Nación , Pedro Villa y Caña,, 18/03/2021,"El presidente Andrés Manuel López Obrador informó que mañana viernes se materializará el apoyo de vacunas contra el Covid-19 por parte del gobierno de Estados Unidos, lo que ayudará a “contar con vacunas suficientes” para inmunizar a todos los adultos mayores antes de que termine abril.Al inaugurar el cuartel de la Guardia Nacional en esta comunidad, el titular del Ejecutivo federal agradeció el apoyo que ha recibido de farmacéuticas y de los gobiernos de Rusia, India y China al enviar dosis contra el coronavirus.“Ya tenemos adquiridas, compradas todas las vacunas, de todas las marcas. Hemos contado con el apoyo de las farmacéuticas del mundo, nos han apoyado también porque se quiere y se respeta a México en todo el mundo, nos han apoyado gobiernos extranjeros, nos ha apoyado el gobierno de Rusia, el gobierno de la India, el gobierno de China.Lee más: Política migratoria de México es soberana, dice SRE tras acuerdo de vacunas con EU“Y mañana se va a materializar un apoyo del gobierno de Estados Unidos. Vamos a contar con las vacunas suficientes y se va a cumplir con el compromiso de que antes de que termine el mes próximo, antes de que finalice abril, vamos a tener vacunados a todos los adultos mayores de 60 años de nuestro país”.Esta tarde, el canciller Marcelo Ebrard anunció que se llegó a un acuerdo con Estados Unidos, sobre el tema de las vacunas contra Covid-19, que produce AstraZeneca.El gobierno mexicano solicitó a la Unión Americana, a manera de préstamo, dosis de vacunas de AstraZeneca, toda vez que este antígeno no se ha autorizado en el vecino país del norte.“Me consultan si es veraz que hay un acuerdo de vacunas con EU en seguimiento a la conversación entre los Presidentes López Obrador y Biden. Sí, es correcta la información. Mañana a las 9 am les doy los detalles porque todavía estamos trabajando en ello. Buenas noticias!”, difundió en su cuenta de Twitter.Lee más: EU enviará a México dosis excedentes de vacuna contra Covid-19Más tarde, Ebrard Casaubon detalló que el acuerdo con la Unión Americana da prioridad a AstraZeneca para asegurar la segunda dosis de 870 mil adultos mayores a quienes se les aplicó en febrero.“Se trata de 2.5 millones de dosis. Sería el mejor inicio de una amplia cooperación en vacunas. Seguimos trabajando,concluiremos en la noche”, escribió.maot/rcr",
https://www.eluniversal.com.mx/nacion/epigmenio-ibarra-documentalista-de-amlo-recibe-prestamo-de-150-mdp-de-la-4t-loret,"Epigmenio Ibarra, documentalista de AMLO, recibe préstamo de 150 mdp de la 4T: Loret","La figura que utilizó Bancomext para la operación ha sido criticada fuertemente por AMLO: un fideicomiso
", Nación , Redacción,, 18/03/2021,"Pese a que el presidente Andrés Manuel López Obrador dijo que los empresarios no podrían acceder a rescates y créditos durante la pandemia, Epigmenio Ibarra, recibió un préstamo de 150 millones de pesos por parte del Banco Nacional de Comercio Exterior (Bancomext) a mediados del 2020, expuso el periodista Carlos Loret de Mola en su programa LatinUs.Epigmenio Ibarra es, hasta el momento, el único documentalista que entró a Palacio Nacional y entrevistó al presidente López Obrador en su casa. La entrevista se publicó en el mismo canal YouTube del mandatario el pasado 28 de mayo de 2020.
De acuerdo con el contrato obtenido para el reportaje ""Salvando al soldado Epigmenio"", la productora Argos Comunicación, empresa de la que Ibarra es dueño y director general, accedió a este préstamo en dos partes. La primera, el ""Tramo A"", correspondiente a 100 millones de pesos, y el ""Tramo B"", contempla los 50 millones de pesos restantes, según el contrato firmado el 16 de junio de 2020 por la compañía y el banco gubernamental.El ""Tramo A"" serviría para la pre-producción, producción y postproducción de las series de televisión en las que esta empresa está trabajando para diferentes plataformas. Mientras que el ""Tramo B"" está destinado para adquirir equipo de filmación y solventar cualquier necesidad de capital, como la adquisición de insumos, el pago de gastos o remodelaciones.En tanto, la entrega del crédito coincide con el anuncio de construcción de dos nuevos foros de grabación de Argos y los cuales abarcan mil 200 metros cuadrados cada uno en los estudios Gabriel García Márquez, ubicados en Tlalnepantla, Estado de México.También lee: Enrique Krauze no se atreve a decir “dictador”: AMLOSegún con información obtenida vía transparencia, el crédito debe ser saldado en 2024, año en que el presidente López Obrador termina su mandato.No obstante, la empresa y las filiales de Argos no solamente se vieron beneficiadas por el préstamo bancario, sino que, además, les fueron condonados más de siete millones de pesos durante el primer semestre del año pasado, de acuerdo con información disponible en la Plataforma Nacional de Transparencia. Empero, destaca que el mecanismo con el que Bancomext facilitó el préstamo a Argos fue con la creación de un fideicomiso dedicado a la operación, una herramienta criticada por el titular del Ejecutivo federal al señalar que su uso se presta a la corrupción y que derivó en la eliminación de 109 de estos en 2020. También lee: Magistrados corrigieron la plana a juez Gómez Fierro en caso parecido a la reforma eléctrica: AMLOBancomext, recuerda el trabajo, también ha otorgado préstamos a proyectos como la planta Fertinal, Agronitrogenados y Etileno XXI. Por esta razón, el Presidente informó que se le realizaría una auditoría a la institución financiera para conocer en qué condiciones se habrían realizado dichos créditos.""Claro que para lograr ese tipo de crédito, pues se requiere de influyentismo, no se lo dan a una pyme, a una pequeña o mediana empresa"", indicó López Obrador en su conferencia matutina del 9 de septiembre. Por su parte, Carlos Noriega Romero, director de Bancomext cuando se le otorgó el préstamo a Epigmenio Ibarra, renunció al cargo este jueves 11 de marzo para lograr una posición política.  
jabf/lsm",
https://www.eluniversal.com.mx/nacion/politica/aprueban-la-ley-organica-de-la-fiscalia-general-de-la-republica,Aprueban la Ley Orgánica de la Fiscalía General de la República,"Es avalada en el Senado, donde el proyecto logra el apoyo de la oposición y de Morena y sus aliados, aunque persisten las críticas a la iniciativa", Nación , Teresa Moreno,, 18/03/2021,"
El Senado aprobó la Ley Orgánica de la Fiscalía General de la República (FGR). Se negoció la permanencia y participación activa en el Sistema Nacional de Búsqueda de Personas (SNB), la creación de una fiscalía especializada en investigación de delitos de violencia de género y trata de personas, y la independencia política de su titular, que será designado por este órgano legislativo.
En sesión a distancia, el proyecto de decreto logró el apoyo, en lo general, de senadores del bloque de oposición PAN, PRI, PRD y Movimiento Ciudadano, que sumaron sus votos a los de la mayoría Morena-PT-PES-PVEM.
Esto se logró luego de la negociación de última hora de una adenda que vino a resolver uno de los puntos más polémicos del dictamen: la permanencia de la FGR en el Sistema Nacional de Búsqueda, que no estaba contemplada inicialmente.
En materia de reconocimiento a las víctimas, también se aprobó que la fiscalía participe como integrante en el Mecanismo de Protección de Defensores de Derechos Humanos y Periodistas, en la Comisión contra la Trata de Personas y en el Sistema para Prevenir, Atender, Sancionar y Erradicar la Violencia contra las Mujeres, así como la creación de una Fiscalía Especializada en Delitos de Violencia Contra las Mujeres y Trata de Personas.
Además, la integración de un consejo ciudadano cuyo propósito es mejorar la intervención de la Fiscalía en el Sistema Nacional de Búsqueda de Personas Desaparecidas y de Tortura.
“En este dictamen presentamos una serie de modificaciones mediante una adenda, que contribuirá a dejar claro que la Fiscalía General seguirá participando activamente en responder a las justas exigencias de las familias de personas desaparecidas en el país, para lograr acercarlas a la verdad y a la justicia que reclaman”, dijo Ricardo Monreal, líder de Morena y presidente de la Junta de Coordinación Política de la Cámara Alta.
“Otro de los temas relacionados con las víctimas, y por supuesto con su apoyo, ha sido el mecanismo de apoyo exterior y la creación de comisiones especiales, que tendrán como enfoque el acceso a la verdad, la justicia, la reparación integral y la garantía de no repetición”, dijo Miguel Ángel Mancera (PRD).
El proceso de transformación de la FGR que inició con la ley orgánica que aprobó el Senado en 2018 preveía que tras un año el fiscal, tomando como base la experiencia en la aplicación de la ley, podría hacer propuestas de modificación al marco normativo de la institución.
Desde el pasado periodo de sesiones el proyecto quedó pendiente porque no se habían alcanzado acuerdos (incluso en Morena) sobre la autonomía política y financiera del fiscal ni sobre el papel que tendría este organismo autónomo en la Comisión Nacional de Búsqueda.
Los integrantes del bloque opositor reconocieron que en la minuta que se envió a la Cámara de Diputados para su análisis se hacen explícitos los derechos de las víctimas, que habían sido obviados en la iniciativa original; además, se garantiza el rol del Senado que como instancia revisora debe aprobar no sólo el nombramiento del titular y, en caso dado, las causas de su renuncia, sino el Plan Estratégico de Procuración de Justicia, que también había sido borrado.
Se incorporan los requisitos que prevé la Constitución para el nombramiento del fiscal, se establece la suplencia y que la renuncia sólo procederá por causa grave calificada por el Senado.
Pese a estos avances, persistieron las críticas de la oposición, que señaló que si bien la iniciativa es un avance no debe ser tomada como un cheque en blanco. Algunas críticas giraron en torno a la eliminación de la facultad de atracción de delitos locales de la FGR a petición de las víctimas, lo que era un derecho adquirido y la discrecionalidad para que un asunto que sea competencia de una fiscalía especializada se pueda enviar a otra.",
https://www.eluniversal.com.mx/nacion/ricardo-anaya-critica-el-cierre-de-fronteras-con-eu-estas-alturas,"Ricardo Anaya critica el cierre de fronteras con EU ""a estas alturas"" ","El excandidato presidencial viajó a Ciudad Juárez, Chihuahua, en donde sostuvo encuentros con algunos habitantes. En un video exige a AMLO la reapertura", Nación , Redacción,, 18/03/2021,"En un nuevo video el excandidato presidencial, Ricardo Anaya, criticó la decisión del gobierno de México por el cierre de fronteras en el norte del país.En esta ocasión Anaya viajó a Ciudad Juárez, Chihuahua, en donde sostuvo encuentros con algunos habitantes, quienes expresaron que su vida se ha visto afectada por el cierre de la frontera con Estados Unidos.“¿A estas alturas se les ocurre que la solución es cerrar las fronteras? La gente del norte ya no aguanta más. Su vida depende del libre tránsito entre México y Estados Unidos”, dice el texto que acompaña su nuevo material.“El gobierno en la Ciudad de México no entiende que cuando vives en Juárez, tu vida está relacionada con El Paso, para el gobierno no es prioridad la negociación con Estados Unidos para reabrir las fronteras”, dice Ricardo Anaya.También lee: Por Covid-19, EU extiende cierre de frontera con México hasta el 21 de abrilEn su nuevo material, el excandidato presidencial urgió a López Obrador a que asuma como máxima prioridad la reapertura de la frontera con Estados Unidos para que mejore la calidad de vida de la gente.“Urge que López Obrador entienda que lo que pasa en otros países afecta la vida de la gente en México, es fundamental que el gobierno asuma como prioridad máxima la reapertura de la frontera con Estados Unidos para que mejore la calidad de vida de la gente”.
 
rmlgv/rcr",
https://www.eluniversal.com.mx/metropoli/cdmx/en-sesion-virtual-instalan-comite-coordinador-del-sistema-anticorrupcion-de-cdmx,"En sesión virtual, instalan Comité Coordinador del Sistema Anticorrupción de CDMX","El secretario de Gobierno de la ciudad, José Alfonso Suárez del Real, detalló que la corrupción no debe ser tomada como instrumento de forma de gobierno", Metrópoli , Eduardo Hernández,, 18/03/2021,"Representantes de los tres Poderes de la Ciudad de México, así como de órganos autónomos instalaron el Comité Coordinador del Sistema Anticorrupción de la Ciudad de México, con el objetivo de erradicar la corrupción en la capital.La instalación se realizo de manera virtual, donde el Presidente del Comité de Participación Ciudadana y de este Comité, Edgar Eduardo Téllez Padrón, aseguró que en la lucha contra la corrupción es de suma importancia la participación de la ciudadanía.""El control democrático a través de la opinión pública fomenta la transparencia de las actividades estatales y promueve la responsabilidad de los funcionarios sobre su gestión pública"", dijo.El secretario de Gobierno de esta ciudad, José Alfonso Suárez del Real, afirmó que “resulta abominable y criminal que la corrupción se convierta en la peor forma de la violencia en contra de los seres humanos y de su sociedad, porque violenta el derecho a la salud, a la vida digna, a un buen gobierno, a la propia información y a la rendición de cuentas. No puede ni debe ser de ninguna forma una suerte de relación social ni por idiosincrasia ni mucho menos por adopción, como un instrumento de forma de gobierno”.“Aquí no venimos a cortar manos (como castigo por hechos de corrupción); hemos venido para generar la convergencia de convicciones y principios que son y deben ser el sustento del proceso que el legislador y que quienes han generado este tipo de instrumentos han pensado y planeado para combatirla. Hoy por hoy nos tiene que quedar claro que la corrupción es la forma de violencia más perversa en contra de una sociedad que lucha por derecho a su vida, a la salud, a un buen gobierno”, agregó.Por su parte, el Presidente del Instituto de Transparencia, Acceso a la Información Pública, Protección de Datos Personales y Rendición de Cuentas de la Ciudad de México (INFO CDMX), Julio César Bonilla Gutiérrez, resaltó que en materia de combate a la corrupción, el derecho de acceso a la información, la transparencia y la rendición de cuentas han probado ser herramientas fundamentales y eficaces para combatirla.“Desde el INFO de la Ciudad de México buscaremos crear estas sinergias y objetivos directamente desde las políticas públicas de las que sea parte este comité coordinador”, puntualizó.Rafael Guerra Álvarez, Magistrado Presidente del Poder Judicial de la Ciudad de México, subrayó que “la corrupción política es causa y consecuencia de la pérdida de nuestra identidad y deviene de la impureza moral”.Precisó que el soborno, la extorsión, los favores, el nepotismo, el amiguismo, la malversación, el tráfico de influencias o el conflicto de intereses, entre otras conductas, atentan contra la vida de las sociedades y la identidad de los individuos, porque se corrompen, y esto para nosotros es alejarnos de lo que somos, y “viniendo de servidor público el reproche social debe ser mayor, porque dificulta las reformas y destruye la confianza pública en el gobierno”, por lo que llamó a sumar esfuerzos.Mientras, el Secretario de la Contraloría General de la Ciudad de México, Juan José Serrano Mendoza, consideró primordial el trabajo que desarrollarán los y las integrantes del Comité Coordinador del Sistema Anticorrupción.“Este es un momento histórico que estamos viviendo en la Ciudad de México para combatir todos y todas a la corrupción, hacerlo de manera bien estructurada, organizada y con apoyo de la ciudadanía”, dijo.Por su parte, el Fiscal Especializado en Combate a la Corrupción de la Ciudad de México, Rafael Chong Flores, afirmó que se contará con un instrumento que le permitirá a las autoridades locales prevenir, detectar e investigar y en su caso sancionar los hechos de corrupción.""En nuestro país no se tiene precedente institucional de acciones coordinadas en el combate a la corrupción, los trabajos que serán realizados por este Comité permitirán el desarrollo de procesos metodológicos, canales interinstitucionales y capacidades técnicas que le darán solidez a las investigaciones de responsabilidades administrativas y hechos de corrupción lo que generará el cambio que se requiere y es necesario para erradicar ese cáncer social”, expuso.En su turno, Jesús Anlén Alemán, Magistrado Presidente del Tribunal de Justicia Administrativa de la Ciudad de México, comentó que con este Comité se abre la posibilidad de cristalizar uno de los cambios más importantes en el andamiaje constitucional que ha tenido esta Ciudad en los últimos años.“La creación del Sistema Local Anticorrupción es uno de los pilares fundamentales en el proceso para fortalecer el estado de derecho y el decidido combate a la corrupción que hoy esta administración ha emprendido, que considera la cero tolerancia a las acciones ilícitas, con castigos implacables a los funcionarios públicos y a los ciudadanos que las cometan así como la concientización de la sociedad”, comentó.",
https://www.eluniversal.com.mx/nacion/amlo-tras-jubilacion-de-romero-deschamps-algunos-disidentes-dicen-quitate-tu-porque-me-toca,"Tras jubilación de Romero Deschamps algunos disidentes dicen: ""quítate tú porque me toca a mi"": AMLO","“Los trabajadores deben de elegir libremente a sus representantes. Tenemos que avanzar en el establecimiento de la  democracia, y no solo la democracia acotada sino en la democracia sindical"", dijo el presidente", Nación , Pedro Villa y Caña y Alberto Morales,, 18/03/2021,"En el aniversario de la Expropiación Petrolera y a dos días de que el líder petrolero Carlos Romero Deschamps renunciara a seguir como trabajador en activo, el presidente Andrés Manuel López Obrador acusó que  hay dirigentes disidentes que buscan sustituirlo bajo el pensamiento de “quitate tú porque me toca a mí” y siguen pensando en ellos y no en los trabajadores. En conferencia de prensa, el titular del Ejecutivo federal adelantó que a mediodía en Tabasco, en la celebración que encabezará por el LXXXIII aniversario de la Expropiación Petrolera hablara sobre el tema. “Los trabajadores deben de elegir libremente a sus representantes. Tenemos que avanzar en el establecimiento de la  democracia, y no solo la democracia acotada, en las elecciones para presidentes municipales, gobernadores, Presidente de la República, diputados, senadores, sino democracia sindical, democracia en la escuela, democracia en la familia, democracia como forma de vida"", dijo el mandatario.“Sí hace falta la democracia sindical, también esto lo tiene que demandar, exigir el trabajador, porque nosotros no podemos meternos si no haríamos lo mismo a nombrar los dirigentes, pero existe esa mala costumbre, bueno como ha tardado tanto el régimen antidemocrático, siglos, pues esa fue la forma de hacer política durante muchos años"", explicó.“Los que quieren ahora entrar, los que quieren sustituir a Romero Dechamps, a los dirigentes actuales, pero no solo en el sindicato petrolero, están pensando de la misma  manera, quieren el “quitate tú porque me toca a mí”. En Palacio Nacional, el Mandatario federal señaló que los trabajadores deben de ayudar a tener “buenos dirigentes, honestos, no corruptos” y que los dirigentes que sean elegidos piensen en los trabajadores y no en ellos”. El presidente indicó que a su gobierno le corresponde garantizar que no haya “dedazos” y que haya elecciones limpias, libres y voto secreto ““Hay un largo camino todavía para hacer valer la democracia, pero hay condiciones ambienten inmejorables para iniciar ya la transformación en el terreno sindical”.También lee: ¿Cuánto recibirá Romero Deschamps por su jubilación?Acusó que en el escándalo del “Pemexgate” el gobierno de Vicente Fox se aseguró que habría justicia y que ya no habría charrismo sindical, pero se terminó negociando con Romero Deschamps“Estamos hablando del 2000 y le prolongan a Romero Deschamps pues 20 años más (al frente del sindicato petrolero)”.El presidente López Obrador aseguró que el sindicato petrolero fue un sindicato patriota pues recordó que los dirigentes fueron quienes presentaron una denuncia y quienes negaron el laudo contra las compañías petrolera extranjeras, lo cual fue el sustento legal para la expropiación petrolera.“Pero con el tiempo se volvió un sindicato corporativo paraestatal, fue perdiendo capacidad de resolver sus renovaciones, mediante la democracia, se fueron haciendo cacicazgos. ¿Se acuerdan cuánto escándalo hubo, cuanta bulla,  cuanta prorrogando cuando Salinas encarceló al dirigente sindical de aquel entonces (Joaquin Galicia”La Quina).“Los jóvenes tiene que  estar recordando sobre estas historias, para entender la realidad actual entonces se hace a una lado a ese dirigente, pero desde entonces desde el Estado se imponen a dirigentes sindicales del sindicato”, agregó.kl",
https://www.eluniversal.com.mx/nacion/senado-recibira-en-sesion-solemne-luis-arce-presidente-de-bolivia,"Senado recibirá en sesión solemne a Luis Arce, presidente de Bolivia","Será el próximo 24 de marzo cuando el Pleno del Senado realice la ceremonia; durante su visita a México, el presidente Luis Arce se reunirá con su homólogo mexicano Andrés Manuel López Obrador", Nación , Teresa Moreno y Víctor Gamboa Arzola,, 18/03/2021,"El Pleno del Senado de la República confirmó que el miércoles 24 de marzo realizará una Sesión Solemne para recibir al nuevo presidente de Bolivia, Luis Alberto Arce Catacora, quien realizará su primera visita oficial a México.
 
Acudirán a la ceremonia, de carácter presencial, los integrantes de la Mesa Directiva, así como de la Junta de Coordinación Política del Senado. 
 
De acuerdo con el formato, el presidente de la Mesa Directiva, Eduardo Ramírez, dará la bienvenida y dirigirá un mensaje al mandatario boliviano y a su comitiva.
Luego, Luis Alberto Arce pronunciará un mensaje al Pleno. 
 
El protocolo marca también que el senador Eduardo Ramírez clausurará la Sesión Solemne e invitará a la toma de la fotografía oficial en el Salón de Sesiones.  A esta ceremonia se invitará al secretario de Relaciones Exteriores, Marcelo Ebrard, y a la presidenta de la Mesa Directiva de la Cámara de Diputados, Dulce María Suari Riancho, a quienes se les asignara un escaño en el presídium.  Durante su visita a México, el presidente Luis Arce se reunirá con su homólogo mexicano Andrés Manuel López Obrador, quien lo invitó a participar en la celebración del Día de la Resistencia de los Pueblos Originarios, que se realizará en Champotón, Campeche, el 25 de marzo, como parte de los festejos del Bicentenario de la Consumación de la Independencia.rmlgv/nv",
https://www.eluniversal.com.mx/estados/exrector-de-la-uaem-falta-audiencia-en-la-que-seria-imputado-por-el-delito-de-peculado,Exrector de la UAEM falta a audiencia en la que sería imputado por el delito de peculado,"Alejandro Vera Jiménez enfrenta un proceso por el supuesto desvío de 239.3 millones de pesos, mediante operaciones inexistentes, como parte de la llamada Estafa Maestra, y por presuntamente comprometer 450 millones de pesos de la máxima casa de estudios de Morelos ", Estados , Justino Miranda / Corresponsal,, 16/03/2021,"Cuernavaca.- Una jueza de control declaró sustraído de la acción de la justicia al exrector de la Universidad Autónoma del Estado de Morelos (UAEM), Alejandro Vera Jiménez, por no presentarse a la audiencia en la que sería imputado por el delito de peculado.La declaratoria fue solicitada por los agentes del Ministerio Público de la Fiscalía Anticorrupción, debido a que el abogado del exrector de la UAEM (2012-2018) no pudo justificar la inasistencia de su cliente a la audiencia programada para este martes en la Ciudad Judicial de Atlacholoaya, situada al sur del estado.En consecuencia, la jueza instruyó a la Fiscalía Anticorrupción corroborar el domicilio de Vera Jiménez para ordenar su comparecencia por la fuerza pública.La Fiscalía Anticorrupción acusa al exrector de presuntamente comprometer 450 millones de pesos de la máxima casa de estudios de Morelos, recursos del subsidio otorgado por el Gobierno de Morelos a la universidad, como garantía del crédito con Banco Interacciones, pese a que estaban destinados a la política salarial, plazas de nueva creación, carrera docente, gastos de operación, desarrollo de programas y proyectos de docencia, investigación y difusión de la cultura, así como los apoyos administrativos necesarios para la prestación del servicio educativo.También lee: Alejandro Vera, exrector de UAEMA, se ampara para evitar detención por ""Estafa Maestra""Vera Jiménez también enfrenta otro proceso por el supuesto desvío de 239.3 millones de pesos, mediante operaciones inexistentes, como parte de la llamada Estafa Maestra, de acuerdo con el resolutivo del Tribunal Federal de Justicia Administrativa (TFJA) emitido en julio del año pasado.En esa fecha el exrector promovió un amparo para evitar ser detenido y obtuvo una suspensión provisional contra actos del juez primero de distrito de procesos penales federales en la Ciudad de México, radicado en el Reclusorio Norte.Así lo resolvió y confirmó la responsabilidad resarcitoria contra Vera Jiménez, establecida en enero de 2019 por la Auditoría Superior de la Federación (ASF).Los señalamientos contra Vera Jiménez datan de 2013 cuando la universidad morelense recibió 239.3 millones de pesos desde la Secretaría de Desarrollo Social para luego enviar el 85 por ciento a la empresa Evyena Servicios, que durante las auditorías nunca fue localizada.Con el resolutivo adverso el catedrático e investigador de tiempo completo inició el juicio de amparo 495/2020, ante el Juzgado Segundo de Distrito en materia federal, con sede en Morelos y obtuvo la suspensión provisional.También lee: Alejandro Vera, exrector vinculado a la ""Estafa Maestra"", se jubila de la UAEMEn octubre de 2019 Alejandro Vera renunció al cargo de Director General del Consejo de Ciencia y Tecnología de Morelos por motivos personales, pero desde entonces habían avanzado las investigaciones en su contra contenidas en la llamada Estafa maestra.Dos semanas antes de su renuncia promovió dos juicios de amparo contra actos del juez primero de Distrito de Procesos Penales Federales en la Ciudad de México y se protegió contra cualquier orden de detención o aprehensión girada en su contra.El exrector participó como candidato de Nueva Alianza al gobierno del estado en los comicios de 2018 pero en las últimas semanas de la contienda declinó a favor del candidato de la coalición ""Juntos haremos historia"", Cuauhtémoc Blanco Bravo, lo que garantizó su incorporación al gabinete como director del Consejo de Ciencia y Tecnología.Enfrentó otros procesos penales por enriquecimiento ilícito y peculado y enero de 2018 fue detenido en un restaurante por su probable participación en el delito de abuso de confianza en contra del Sindicato Administrativo de la UAEM, sin embargo, sólo estuvo detenido unas horas y después alcanzó su libertad.apr/nv",
https://www.eluniversal.com.mx/metropoli/sorpresa-el-tucan-cambia-plumaje-moreno,¡Sorpresa! El tucán cambia a plumaje moreno,"El Caballito. De último momento, el líder del Verde Ecologista en la capital será el abanderado de ese partido y Morena para diputado local, pero hubo un damnificado con la decisión", Metrópoli , Periodistas Metrópoli,, 17/03/2021,"
Una gran sorpresa generó que de última hora se lograra el acuerdo para que compitieran juntos el Partido Verde Ecologista y Morena en la capital, tan es así que al dirigente del tucán, Jesús Sesma, lo incorporaron como candidato a diputado local por el Distrito 5. Sin embargo, esta determinación dejó damnificados dentro del partido y se trata del actual diputado local Ricardo Fuentes Gómez, quien buscaba la reelección y estuvo a un tris de conseguirla. Ahora se queda con las manos vacías y veremos con qué lo compensan, ya sea en la administración central o en la propia alcaldía.
Si las cosas no cambian, todo está hecho para que Cynthia López Castro sea la candidata del PRI para diputada federal por el Distrito 8 local, que corresponde a las alcaldías de Cuauhtémoc y Venustiano Carranza. La también actual legisladora federal buscará la reelección, luego de que se cayó la postulación de Sandra Vaca, quien es buscada por la Fiscalía General de Justicia por sus nexos en el tema de trata de personas que se le imputa al exdirigente priista Cuauhtémoc Gutiérrez de la Torre. Sólo falta definir quiénes serán los contrincantes de doña Cynthia, si la petista María Rosete o Israel Moreno, hermano del actual alcalde en Venustiano Carranza.
La que está convertida en una verdadera cuna de grillos es la alcaldía de Coyoacán, la cual no sólo está de cabeza administrativamente, sino que todos se están metiendo el pie. Ahora resulta, nos dicen, que al actual director general de Gobierno, Juan Silva Noyola, quien pinta para estar en la terna de quedarse al frente de la demarcación, en sustitución de Manuel Negrete, quien va por la gubernatura de Guerrero, fue suspendido de manera temporal por utilizar un auto oficial para fines personales. El tema pudiera parecer menor, pero es un reflejo claro de lo mal que está la demarcación, donde urge que se tomen definiciones porque los más afectados son los ciudadanos, nos comentan.
El coordinador de los diputados del PRD en el Congreso mexiquense, Omar Ortega, condenó la denuncia que hizo la Junta de Coordinación Política, que preside el morenista Maurilio Hernández, en contra del grupo de feministas que incendiaron la puerta del Palacio Legislativo el pasado 8 de marzo,pues dijo que va en contra de la demanda legítima del grupo de jóvenes que sólo piden avanzar en el tema de la legalización del aborto y políticas que aseguren la vida de las víctimas de la violencia. Dijo que Morena ha demostrado que está en contra de las mujeres.",
